ID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,TARGET
A18,0.45466000000000006,0.34278000000000003,0.24727,1.7214,18.334,0.0,0.45466000000000006,1.9173,2.043,0.65722,0.47521,1.3264,0.27817,0.45466000000000006,220.16,1.6579,2.9173,0.45466000000000006,0.22255,24.229,90%-100%,0.45598999999999995,0.22255,0.5209,0.6468,1.6579,22.184,0.60318,3.5842,0.12936,0.23261,60.931999999999995,5.9903,5.9903,-0.010343000000000001,2.043,,0.65722,-0.005063000000000001,0.26655,0.020059,0.22319,60-120 days,64.865,3.3525,1.3257,24.107,0.34235,0.16757,1.7214,0.34278000000000003,0.16694,1.6032,1.6032,500 to 2000,-0.005063000000000001,0.69179,0.82096,0.0,15.065,5.627000000000001,61.24100000000001,5.9601,4.9835,0
A20,0.02877,0.58824,0.2189,1.4803,-56.074,0.0,0.02877,0.69998,0.9862700000000001,0.41176,0.05545800000000001,0.06312899999999999,0.052765,0.02877,4125.8,0.08846799999999999,1.7,0.02877,0.02917,139.9,>100%,0.033902999999999996,0.02917,-0.022616,0.39751,0.08846799999999999,1.2703,0.67279,4.4813,0.5955699999999999,0.049946,177.42,2.3857,1.8483,0.048726,1.1427,,0.41176,0.049404,0.016371,0.34295,0.034375,above 240 days,107.01,0.076106,0.84585,126.9,0.010633,0.010781,1.1469,0.45573,0.41916000000000003,1.2655,1.2655,above 2000,0.049404,0.06987,0.95147,0.0,2.609,3.4109,168.66,2.1641,3.0313,1
A21,0.069626,0.71678,0.17319,1.4493,6.0769,0.0,0.069626,0.39511999999999997,1.412,0.28321999999999997,0.07525499999999999,0.18064000000000002,0.053093,0.069626,3489.8,0.10459,1.3951,0.069626,0.04931,38.255,90%-100%,0.0,0.04931,0.082074,0.069626,0.10459,0.0,0.39238,3.4249,0.42513,0.098619,105.21,3.4694,1.8656,0.049250999999999996,1.412,1.2408,0.61417,0.034879,0.30929,4.4728,0.0,60-120 days,75.331,0.47048,1.0654,40.394,-0.005342,-0.003783,0.77935,0.38544,0.28823000000000004,0.64167,1.3915,0 to 500,0.052959000000000006,0.24584,0.92024,1.1686,9.5413,4.8453,99.634,3.6634,3.1992,0
A22,0.027811000000000002,0.5888800000000001,0.35866,1.806,28.197,-0.02398,0.050117,0.69163,1.1079,0.40729,0.050117,0.11262,0.027183,0.050117,2607.2,0.14,1.6981,0.050117,0.016525,17.188,>100%,0.2115,0.00917,0.022052000000000002,0.40729,0.10212,0.77261,1.8267,4.3201,0.15772,0.016525,59.333,6.1517,0.35916,0.2115,3.0782,4.5928,0.55118,0.06973700000000001,0.25734,0.079403,0.06973700000000001,60-120 days,65.75,0.19473,1.485,19.042,0.17918,0.059079,1.3647,0.445,0.16255999999999998,2.0744,2.8072,above 2000,0.09738,0.06828200000000001,0.90262,0.35328000000000004,21.236,5.5514,53.555,6.8154,15.446,0
A23,0.02636,0.7831899999999999,0.045868,1.0588,-233.81,0.1654,0.021765,0.25621,1.0713,0.20065999999999998,0.021765,0.027912,0.087243,0.021765,3750.1,0.097331,1.2768,0.021765,0.02491,219.69,80%-90%,0.046185000000000004,0.030169,0.16211,0.20065999999999998,0.1032,0.56626,0.26306999999999997,4.2508,0.81681,0.02491,348.96,1.046,0.05897,0.046185000000000004,0.87671,87.646,0.20407999999999998,0.052858,0.10747000000000001,0.25583,0.052858,above 240 days,90.204,0.050124,0.38439,235.35,-0.008279,-0.009475,1.0542,0.77977,0.95606,1.1509,1.1705,500 to 2000,0.06654600000000001,0.13137000000000001,0.93345,0.017043,1.6614,4.0464,325.74,1.1205,5.0113,0
A24,0.14715,0.51631,-0.037745999999999995,0.90699,-50.693000000000005,0.0,0.14715,0.93681,1.4735,0.48368999999999995,0.18615,0.36259,0.12061,0.14715,1060.4,0.34421999999999997,1.9368,0.14715,0.099863,34.219,>100%,0.18347,0.099863,0.41948,0.45193,0.34421999999999997,4.7037,-0.05973200000000001,3.7878,0.34882,0.11306,113.84,3.2064,2.5202,0.17228,1.4735,2.4521,0.5774600000000001,0.11692,0.013211,0.080404,0.12452,60-120 days,55.629,1.0652,0.5665899999999999,38.75,0.1529,0.10377,0.7128899999999999,0.40581999999999996,0.31188,0.76542,0.91381,negative,0.11692,0.30422,0.90112,0.19386,10.667,6.5613,100.53,3.6309,2.3318,0
A25,0.001368,0.34189,0.15419000000000002,1.633,-17.551,-0.006963,0.001434,1.9249,1.0275,0.6581100000000001,0.017661000000000003,0.0058850000000000005,0.035623,0.001434,3409.4,0.10705999999999999,2.9249,0.001434,0.001395,69.383,>100%,0.016096,0.0013310000000000002,-0.0014789999999999998,0.049682,0.10686,0.9919,0.25604,3.5857,0.32932,0.01421,84.762,4.3062,3.0681,-0.021494,1.0275,2.4766,0.73987,-0.02092,0.048563,0.22230999999999998,0.015666,120-240 days,67.726,0.007004000000000001,0.83121,67.961,-0.019071,-0.018562,1.1635,0.24359,0.23221999999999998,1.0928,1.2286,500 to 2000,-0.02092,0.002079,0.99866,0.12423,5.2607,5.3893,86.535,4.2179,1.7061,0
A26,0.14535,0.29367,0.11039000000000002,1.3759,-24.968000000000004,0.0,0.18095,2.4052,1.0844,0.70633,0.19205,0.6161800000000001,0.28908,0.18095,341.94,1.0674,3.4052,0.18095,0.16687000000000002,54.449,>100%,0.19194,0.13404000000000002,0.42565,0.45036000000000004,0.94621,17.298,0.18525,3.9534,0.27082,0.17492,120.19,3.0369,3.0369,0.19253,1.0844,,0.70633,0.17755,0.004409000000000001,0.03017,0.177,120-240 days,81.12100000000002,0.89856,0.8250799999999999,66.204,0.05941900000000001,0.054795,1.3759,0.29367,0.32928,1.1852,1.1852,500 to 2000,0.17755,0.20579,0.8333299999999999,0.0,6.7035,4.4994,98.848,3.6925,1.8196,0
A27,0.22238000000000002,0.49951,0.18799000000000002,2.0738,34.422,0.67774,0.27241,0.9565299999999999,1.3843,0.47778999999999994,0.27241,1.556,0.26682,0.27241,622.43,0.58641,2.002,0.27241,0.24814,31.032,>100%,0.30741,0.20257,0.83749,0.47778999999999994,0.48626,3.8763,0.29514,4.6125,0.37824,0.24814,80.578,4.5298,0.61542,0.30741,1.1438,0.8313799999999999,0.80223,0.28002,0.60012,0.050081,0.28002,60-120 days,54.74800000000001,2.3827,1.5407,42.957,0.2869,0.26134,0.7268399999999999,0.17507,0.22075999999999998,0.7501399999999999,1.2595,above 2000,0.27761,0.46543999999999996,0.72239,0.67903,11.762,6.6669,58.208,6.2706,1.7235,0
A28,0.3371,0.37956,0.46287,3.7899,24.379,0.0,0.41968999999999995,1.6347,2.1965,0.62044,0.43436,2.5296,0.20845,0.41968999999999995,302.58,1.2063,2.6347,0.41968999999999995,0.19107,55.717,>100%,0.43249,0.15347,0.64591,0.54025,0.9887100000000001,29.48,1.2469,3.4181,0.10249,0.19775,34.422,10.604000000000001,4.635,0.43728,2.1965,1.3737,0.83409,0.19908,0.9973200000000001,0.026881,0.1969,60-120 days,21.272,1.0054,1.7689,69.567,0.39432,0.17952,1.6566,0.16591,0.094306,1.6714,2.2469,500 to 2000,0.19908,0.54332,0.8093199999999999,0.34435,6.5509,17.158,27.569000000000006,13.24,5.9171,0
A29,0.005884,0.271,0.6701199999999999,3.4728,66.848,0.67288,0.008862,2.69,2.4123,0.7290000000000001,0.013959000000000001,0.0327,0.011309,0.008862,3625.8,0.10067000000000001,3.69,0.008862,0.003674,28.547,<75%,-0.006231,0.002439,0.13280999999999998,0.67876,0.089679,-1.2224,11.38,3.299,0.11234,0.005767,40.882,8.927999999999999,8.927999999999999,-0.007178,2.4123,,0.7290000000000001,-0.0029760000000000003,0.13132,0.7411399999999999,-0.002583,120-240 days,108.46,0.031186000000000002,2.7765,28.463,-0.02465,-0.010218,3.4728,0.271,0.11200999999999998,12.38,12.38,500 to 2000,-0.0029760000000000003,0.008071,0.99636,0.0,12.786,3.3651,41.004,8.9016,40.968,0
A33,0.12734,0.62397,0.37846,1.6089,-103.97,-0.014005000000000002,0.15839,0.60264,1.6895,0.37603000000000003,0.18875,0.25484,0.093755,0.15839,1437.9,0.25385,1.6026,0.15839,0.093755,175.76,80%-90%,0.18875,0.075374,0.42346999999999996,0.36084,0.20407999999999998,6.2187,,3.5175,0.36655,0.10019,150.6,2.4236,2.4142,0.18307,1.6895,,0.37603000000000003,0.10835999999999997,0.007558,0.1102,0.11172,120-240 days,39.272,0.15653,0.30002,197.12,0.18875,0.11172,1.6026,0.62154,0.4126,,,500 to 2000,0.10835999999999997,0.33865,0.90656,0.0,2.0767,9.2942,134.28,2.7182,,0
A36,0.23636999999999997,0.14132,0.53692,4.7994,63.65,0.6587,0.23636999999999997,6.0161,1.1677,0.8501700000000001,0.23636999999999997,1.6726,0.16047,0.23636999999999997,201.48,1.8116,7.0764,0.23636999999999997,0.14817,68.042,>100%,0.22730999999999998,0.14817,0.6587,0.8501700000000001,1.8116,1.6639,1.6687,5.0062,-0.05148,0.14817,37.756,9.6673,1.6086,0.22730999999999998,1.6091,,0.8501700000000001,0.14249,1.5915,0.018813999999999997,0.14249,60-120 days,35.68,0.79482,2.695,79.454,0.20768000000000003,0.13018,4.7994,0.14132,0.10344,2.6422,2.6422,above 2000,0.14363,0.27803,0.8563700000000001,0.0,5.3643,10.23,32.333,11.289000000000001,4.9579,0
A38,0.00911,1.1318,0.042193,1.1027,-17.049,-0.14557,0.023581,-0.11642000000000001,1.1928,-0.13176,0.12245,0.057402,0.05994600000000001,0.023581,5777.1,0.06318,0.8835799999999999,0.023581,0.019769,27.581,>100%,0.12245,0.007637,0.14190999999999998,-0.13646,0.050394,1.2385,0.07713400000000001,4.0269,0.9456,0.050865,140.73,2.5937,0.9414399999999999,0.12733,1.1928,0.5033,0.5892,0.10675,0.009922,0.22143000000000002,0.10265,120-240 days,109.79,0.10107000000000001,0.8833,30.877,0.074522,0.062476,0.40025,0.4108,0.38555,-0.24086999999999997,1.0771,0 to 500,0.10675,-0.069138,0.98023,-5.4718,13.234000000000002,3.3246,125.7,2.9037,2.1806,0
A41,0.21550999999999998,0.27841,0.51275,2.8638,101.58,0.2893,0.26014,2.3551,1.2185,0.65568,0.26014,0.94558,0.24252,0.26014,329.79,1.1068,3.5919,0.26014,0.20475,42.834,>100%,0.2475,0.16963,0.35866,0.65568,0.9464799999999999,2.3736,2.4172,5.0236,0.15732000000000002,0.20475,96.306,3.79,0.8889799999999999,0.2475,1.3383,194.17,0.65897,0.1948,0.58704,0.030976,0.1948,120-240 days,137.11,1.4454,2.3218,52.193000000000005,0.19951,0.15703,2.8299,0.27512,0.26385,3.091,3.1065,above 2000,0.17933,0.32869,0.8206700000000001,0.005017,8.5214,2.6621,79.036,4.6182,5.9894,0
A42,0.16644,0.045728,0.33731,8.7732,302.2,0.43706999999999996,0.19546,20.511999999999997,1.395,0.9379799999999999,0.19546,4.5044,0.38569,0.19546,78.369,4.6574,21.868000000000002,0.19546,0.35397,10.712,75%-80%,0.18962,0.30142,0.5303399999999999,0.9379799999999999,4.0228,4.7905,0.54466,4.6508,-0.43635,0.35397,40.014,9.1217,4.1467,0.18962,0.60969,156.13,0.9403100000000001,0.34339000000000003,6.6878,0.007258,0.34339000000000003,30-60 days,49.104,10.270999999999999,8.3998,14.943,0.17210999999999999,0.31168,8.3253,0.043393,0.10962999999999999,1.5146,1.5183,above 2000,0.28318000000000004,0.17744000000000001,0.71682,0.002489,34.075,7.4332,28.683000000000003,12.725,0.89164,0
A44,0.005762,0.00558,0.9879899999999999,178.05,3483.1,0.26306,0.020592,178.08,0.24038,0.99374,0.020592,3.6902,3.8971,0.020592,98.475,3.7065,179.2,0.020592,3.88,20.857,<75%,-0.016801,1.0857,0.30801999999999996,0.99374,1.0489,-7.6099,153.67,3.8192,-23.06,3.88,92.25299999999999,3.9565,-3.0109,-0.016801,0.044839,,0.99374,-3.1657,161.81,-0.010979000000000001,-3.1657,above 240 days,6213.3,19.0,178.0,5.0137,-0.016891999999999997,-3.1829,178.05,0.00558,0.25275,154.56,154.56,above 2000,-3.16,0.005799,4.16,0.0,17.5,0.058745000000000006,383.77,0.95109,0.82547,0
A47,0.17756,0.54411,0.37634,1.6917,221.17,-0.14346,0.17756,0.8378700000000001,0.71982,0.45588999999999996,0.17765,0.32634,0.29579,0.17756,932.76,0.39131,1.8379,0.17756,0.24668,22.113000000000003,90%-100%,0.17765,0.24668,0.19917,0.43478999999999995,0.39131,2063.8,4.7311,3.3747,0.71954,0.24679,365.42,0.99885,0.99885,0.17634,0.71982,,0.45588999999999996,0.24497,0.085896,0.085149,0.24679,above 240 days,420.92,4.0716,1.6115,29.288,0.14229,0.19768,1.6917,0.54411,1.0012,5.7311,5.7311,500 to 2000,0.24497,0.38948,0.7545,0.0,16.506,0.8671399999999999,275.9,1.3229,9.049,0
A48,0.10236,0.06091,0.70209,12.527000000000001,326.24,0.0,0.12655,15.418,0.9671799999999999,0.93909,0.14352,2.0776,0.19039,0.12655,120.73,3.0232,16.418,0.12655,0.13084,0.0,>100%,0.14351,0.10584,0.49061000000000005,0.8377399999999999,2.6261,8.4554,2.9624,2.6931,-0.6181300000000001,0.13084,26.750999999999998,13.644,13.644,0.13612,0.9671799999999999,,0.93909,0.14074,10.834000000000001,0.010095999999999999,0.14837999999999998,30-60 days,38.907,,12.527000000000001,0.0,0.08592000000000001,0.088835,12.527000000000001,0.06091,0.073291,3.9624,3.9624,0 to 500,0.14073,0.109,0.87015,0.0,,9.3813,22.986,15.879000000000001,4.081,0
A49,0.010191,0.26598,0.29291999999999996,2.1013,16.146,0.1462,0.00839,2.7430000000000003,1.0085,0.7296,0.00839,0.031543,0.025935000000000003,0.00839,2549.8,0.14315,3.7597,0.00839,0.005715,56.585,>100%,0.009004,0.006942,0.18081,0.7296,0.14992,0.061854,0.66408,4.1758,0.12724000000000002,0.005715,66.69,5.4731,0.033852999999999994,0.009004,1.4714,,0.7296,0.006133,0.30288000000000004,0.22601999999999997,0.006133,60-120 days,62.343,0.044775999999999996,1.2456,57.06399999999999,-0.020681,-0.014087,2.1013,0.26598,0.18270999999999998,1.6541,1.6541,above 2000,0.008402,0.013966999999999999,0.9916,0.0,6.4505,5.8547,66.13,5.5195,3.3282,0
A51,0.14676,0.13432,0.51194,5.096,92.382,0.31384,0.18195,6.2741,1.1262,0.8427399999999999,0.18195,1.4558,0.16288,0.18195,214.14,1.7045,7.4449,0.18195,0.12944,51.207,>100%,0.17678,0.10441,0.29695,0.8427399999999999,1.4425,1.4163,1.41,4.1776,0.043096,0.12944,36.549,9.9866,1.3161,0.17678,1.4563,47.099,0.8520700000000001,0.12577,0.64202,0.019734,0.12577,120-240 days,93.347,0.74424,3.5183,57.666000000000004,0.12978,0.092331,4.7418,0.12498,0.10013,2.3211,2.3468,above 2000,0.11202,0.17415,0.8879799999999999,0.011078,7.127999999999999,3.9101,32.455,11.245999999999999,3.8715,0
A52,0.15778,0.07159700000000001,0.7188399999999999,11.04,337.62,0.39369,0.19564,12.967,1.2848,0.9283799999999999,0.19564,2.7325,0.28191,0.19564,114.14,3.1978,13.967,0.19564,0.24089,70.321,>100%,0.17862999999999998,0.19427,0.48918,0.9283799999999999,2.6689999999999996,2.8258,3.4302,4.275,-0.52354,0.24089,41.341,8.829,2.4949,0.17862999999999998,0.8304799999999999,,0.9283799999999999,0.21994,6.9496,0.011106,0.21994,120-240 days,61.301,1.0084,8.8547,90.34700000000001,0.14531,0.17893,11.04,0.07159700000000001,0.11325999999999999,4.4301,4.4301,above 2000,0.22166,0.16995,0.7783399999999999,0.0,5.1905,5.9542,32.178000000000004,11.343,3.8754,0
A53,0.0045130000000000005,0.49456999999999995,0.10171000000000001,1.2057,6.2322,-0.14622000000000002,0.006673999999999999,0.85769,0.79988,0.42418,0.006673999999999999,0.013494999999999998,0.098711,0.006673999999999999,5466.3,0.066773,2.022,0.006673999999999999,0.01995,95.734,80%-90%,-0.08606799999999999,0.01349,-0.14733,0.42418,0.062403,-2.0579,0.25192,5.4589,0.8278399999999999,0.01995,431.61,0.8456799999999999,-0.17403,-0.08606799999999999,0.50362,,0.42418,-0.25727,0.45452,-0.27226999999999996,-0.25727,above 240 days,309.56,0.051434,1.0282,76.57600000000001,-0.11242,-0.33603,1.2057,0.49456999999999995,1.1825,1.0507,1.0507,above 2000,-0.25018,0.01064,1.2502,0.0,3.8127,1.1791,539.59,0.6764399999999999,0.82865,0
A54,0.071262,0.5894699999999999,0.37122,1.7135,-49.971000000000004,0.000759,0.089271,0.69645,1.4706,0.41053,0.13271,0.17159000000000002,0.067958,0.089271,2152.9,0.16954,1.6965,0.089271,0.060705,135.53,90%-100%,0.13141,0.048458,0.25656,0.38941,0.13899,3.0254,3.4208,4.0554,0.39408,0.078637,145.18,2.5142,2.219,0.16254000000000002,1.4706,4.9918,0.47973999999999994,0.11053,0.029211,0.1383,0.089361,120-240 days,81.96700000000001,0.13051,0.66397,152.37,0.12075,0.082108,1.5124,0.5202600000000001,0.39774,3.7831,4.4208,above 2000,0.11053,0.17357999999999998,0.93952,0.16857,2.6932,4.453,129.13,2.8266,13.550999999999998,0
A55,0.040146,0.64963,0.004261,1.0074,-1.1239,0.0,0.050934,0.53933,2.1464,0.35036999999999996,0.060453,0.087997,0.059207,0.050934,1865.8,0.19563,1.5393,0.050934,0.02373,0.034711,>100%,0.05943300000000001,0.018704,0.090603,0.29018,0.17902,6.2435,0.010218999999999999,3.2997,0.30064,0.028164,101.23,3.6055,3.2125,0.059486000000000004,2.1464,8.2309,0.42118,0.027714,0.025344,0.15971,0.027689,60-120 days,96.623,196.68,1.0070000000000001,0.0357,-0.016719,-0.007789,0.89755,0.57882,0.27735,0.8403700000000001,1.0102,0 to 500,0.027714,0.11458,0.97629,0.20212,10515.0,3.7776,98.427,3.7083,5.1483,0
A56,0.10395,0.34254,0.2889,1.8512,-0.37349,0.0,0.12875999999999999,1.9194,3.6058,0.65746,0.14287,0.37935,0.046675,0.12875999999999999,742.88,0.49133000000000004,2.9194,0.12875999999999999,0.035709,29.578000000000007,>100%,0.14271,0.028828,0.23364000000000001,0.65185,0.4189,10.112,0.77725,4.3649,0.082308,0.035822,35.702,10.224,10.13,0.13577,3.6058,,0.65746,0.037655,0.13555999999999999,0.06265,0.039577,30-60 days,29.366,0.35574,0.9902700000000001,30.736,0.10315999999999999,0.028611,1.8343,0.33941,0.097814,1.7688,1.7688,above 2000,0.037655,0.1581,0.96437,0.0,12.34,12.429,34.358000000000004,10.624,9.701,0
A57,0.015181,0.22434,0.065272,1.3925,-0.23392,0.06928,0.020213,3.4574,1.0516,0.77566,0.020213,0.12155999999999999,0.06811,0.020213,2260.5,0.16147,4.4574,0.020213,0.038006,40.652,>100%,0.021317,0.028543,0.08859199999999999,0.77566,0.13904,0.42148,0.084941,6.0715,0.35673,0.038006,120.0,3.0416,0.09502100000000001,0.021317,0.5453899999999999,2.9682,0.8337100000000001,0.040081,0.24636,0.19759000000000002,0.040081,120-240 days,90.147,0.25628,1.0363,42.748999999999995,0.005306,0.009976,1.0322,0.16629000000000002,0.32878,1.0094,1.0849,above 2000,0.049039,0.019572,0.95096,0.074848,8.9786,4.0489999999999995,114.12,3.1984,0.69212,0
